"filename", "language", "JSON", "JSON with Comments", "JavaScript", "TypeScript", "PostCSS", "HTML", "Markdown", "comment", "blank", "total"
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\favoritos\favoritos\favoritos.component.css", "PostCSS", 0, 0, 0, 0, 224, 0, 0, 8, 48, 280
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\favoritos\favoritos\favoritos.component.html", "HTML", 0, 0, 0, 0, 0, 261, 0, 0, 21, 282
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\favoritos\favoritos\favoritos.component.ts", "TypeScript", 0, 0, 0, 356, 0, 0, 0, 0, 43, 399
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\modificar-productos\modificar-productos.component.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\modificar-productos\modificar-productos.component.html", "HTML", 0, 0, 0, 0, 0, 237, 0, 44, 19, 300
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\modificar-productos\modificar-productos.component.ts", "TypeScript", 0, 0, 0, 467, 0, 0, 0, 0, 56, 523
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\resenas\resenas\resenas.component.css", "PostCSS", 0, 0, 0, 0, 105, 0, 0, 0, 19, 124
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\resenas\resenas\resenas.component.html", "HTML", 0, 0, 0, 0, 0, 401, 0, 0, 20, 421
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\resenas\resenas\resenas.component.ts", "TypeScript", 0, 0, 0, 189, 0, 0, 0, 0, 35, 224
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\ventana-reportes\ventana-reportes.component.css", "PostCSS", 0, 0, 0, 0, 111, 0, 0, 0, 19, 130
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\ventana-reportes\ventana-reportes.component.html", "HTML", 0, 0, 0, 0, 0, 40, 0, 6, 6, 52
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\ventana-reportes\ventana-reportes.component.ts", "TypeScript", 0, 0, 0, 123, 0, 0, 0, 0, 18, 141
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\ver-productos\ver-productos.component.css", "PostCSS", 0, 0, 0, 0, 285, 0, 0, 0, 63, 348
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\ver-productos\ver-productos.component.html", "HTML", 0, 0, 0, 0, 0, 194, 0, 0, 14, 208
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\componentes\ver-productos\ver-productos.component.ts", "TypeScript", 0, 0, 0, 168, 0, 0, 0, 0, 23, 191
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\productos.component.css", "PostCSS", 0, 0, 0, 0, 88, 0, 0, 0, 19, 107
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\productos.component.html", "HTML", 0, 0, 0, 0, 0, 143, 0, 0, 8, 151
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\productos\productos.component.ts", "TypeScript", 0, 0, 0, 728, 0, 0, 0, 6, 71, 805
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\registro\confirmar-codigo\ventana-confirmar\ventana-confirmar.component.css", "PostCSS", 0, 0, 0, 0, 111, 0, 0, 0, 19, 130
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\registro\confirmar-codigo\ventana-confirmar\ventana-confirmar.component.html", "HTML", 0, 0, 0, 0, 0, 25, 0, 0, 3, 28
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\registro\confirmar-codigo\ventana-confirmar\ventana-confirmar.component.ts", "TypeScript", 0, 0, 0, 40, 0, 0, 0, 0, 6, 46
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\registro\registro.component.css", "PostCSS", 0, 0, 0, 0, 242, 0, 0, 10, 56, 308
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\registro\registro.component.html", "HTML", 0, 0, 0, 0, 0, 241, 0, 0, 18, 259
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\registro\registro.component.ts", "TypeScript", 0, 0, 0, 233, 0, 0, 0, 0, 19, 252
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\rentas\pages\rentas-page\rentas-page.component.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\rentas\pages\rentas-page\rentas-page.component.html", "HTML", 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\rentas\pages\rentas-page\rentas-page.component.ts", "TypeScript", 0, 0, 0, 198, 0, 0, 0, 14, 29, 241
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\componentes\resuelto\resuelto.component.css", "PostCSS", 0, 0, 0, 0, 553, 0, 0, 27, 92, 672
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\componentes\resuelto\resuelto.component.html", "HTML", 0, 0, 0, 0, 0, 102, 0, 0, 12, 114
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\componentes\resuelto\resuelto.component.ts", "TypeScript", 0, 0, 0, 332, 0, 0, 0, 18, 49, 399
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\componentes\ver-reporte\ver-reporte.component.css", "PostCSS", 0, 0, 0, 0, 50, 0, 0, 0, 10, 60
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\componentes\ver-reporte\ver-reporte.component.html", "HTML", 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\componentes\ver-reporte\ver-reporte.component.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 6, 40
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\reportes.component.css", "PostCSS", 0, 0, 0, 0, 138, 0, 0, 0, 24, 162
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\reportes.component.html", "HTML", 0, 0, 0, 0, 0, 88, 0, 1, 15, 104
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\reportes\reportes.component.ts", "TypeScript", 0, 0, 0, 424, 0, 0, 0, 2, 75, 501
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\soporte\components\ventana-soporte\ventana-soporte.component.css", "PostCSS", 0, 0, 0, 0, 44, 0, 0, 0, 9, 53
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\soporte\components\ventana-soporte\ventana-soporte.component.html", "HTML", 0, 0, 0, 0, 0, 127, 0, 0, 12, 139
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\features\soporte\components\ventana-soporte\ventana-soporte.component.ts", "TypeScript", 0, 0, 0, 109, 0, 0, 0, 0, 16, 125
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\api-response.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\categoria-publicacion.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\estadoReporte.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\estados.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\favorito.ts", "TypeScript", 0, 0, 0, 67, 0, 0, 0, 0, 7, 74
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\fotos-publicacion.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\mapa.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\mensaje-accion.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\motivoReporte.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\notificaciones.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\persona.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\publicaciones.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\reporte.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 12
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\resena.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 5, 41
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\respuesta-api.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\tipo-accion.ts", "TypeScript", 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\tipoReporte.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\universidad.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\interfaces\usuario.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\footer\footer.component.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\footer\footer.component.html", "HTML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\footer\footer.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\layout\layout.component.css", "PostCSS", 0, 0, 0, 0, 45, 0, 0, 0, 6, 51
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\layout\layout.component.html", "HTML", 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\layout\layout.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\sidebar\sidebar.component.css", "PostCSS", 0, 0, 0, 0, 47, 0, 0, 1, 9, 57
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\sidebar\sidebar.component.html", "HTML", 0, 0, 0, 0, 0, 48, 0, 0, 5, 53
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\sidebar\sidebar.component.ts", "TypeScript", 0, 0, 0, 66, 0, 0, 0, 0, 10, 76
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\simulacionNotificaciones.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 2, 34
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\topbar\topbar.component.css", "PostCSS", 0, 0, 0, 0, 276, 0, 0, 0, 40, 316
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\topbar\topbar.component.html", "HTML", 0, 0, 0, 0, 0, 179, 0, 51, 16, 246
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\layout\topbar\topbar.component.ts", "TypeScript", 0, 0, 0, 289, 0, 0, 0, 7, 56, 352
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\no-match\no-match.component.css", "PostCSS", 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\no-match\no-match.component.html", "HTML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 6
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\no-match\no-match.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\notification-icon\notification-icon.component.css", "PostCSS", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\notification-icon\notification-icon.component.html", "HTML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\notification-icon\notification-icon.component.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\user-profile\user-profile.component.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\user-profile\user-profile.component.html", "HTML", 0, 0, 0, 0, 0, 13, 0, 0, 1, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\shared\components\user-profile\user-profile.component.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\app\utils\resenas.utils.ts", "TypeScript", 0, 0, 0, 56, 0, 0, 0, 0, 10, 66
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\environments\environment.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\index.html", "HTML", 0, 0, 0, 0, 0, 37, 0, 0, 6, 43
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\main.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\models\chat.model.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\src\styles.css", "PostCSS", 0, 0, 0, 0, 32, 0, 0, 1, 3, 36
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\tailwind.config.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 1, 2, 10
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 2, 1, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\tsconfig.json", "JSON with Comments", 0, 31, 0, 0, 0, 0, 0, 2, 1, 34
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Frontend\tsconfig.spec.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 2, 1, 16
"Total", "-", 15530, 31, 7, 8668, 3547, 3362, 14, 274, 2212, 33645